348	1.619
349	1.635
350	1.636
351	2.003
352	1.688
353	1.667
354	1.684
355	1.687
356	1.699
357	1.707
358	1.852
359	1.803
360	1.886
361	1.773
362	1.754
363	1.771
364	1.769
365	1.791
366	1.791
367	1.81
368	1.875
369	2.168
370	1.832
371	1.934
372	1.929
373	1.87
374	1.875
375	1.883
376	2.028
377	2.024
378	1.964
379	1.992
380	1.945
381	1.975
382	2.028
383	2.017
384	2.171
385	2.171
386	1.993
387	2.012
388	2.097
389	2.06
390	2.034
391	2.049
392	2.22
393	2.175
394	2.078
395	2.091
396	2.176
397	2.117
398	2.12
399	2.263
400	2.172
401	2.152
402	2.173
403	2.268
404	2.274
405	2.359
406	2.417
407	2.284
408	2.894
409	2.341
410	2.273
411	2.333
412	3.043
413	2.357
414	2.494
415	2.316
416	2.419
417	2.568
418	2.586
419	2.706
420	2.389
421	2.479
422	2.425
423	2.451
424	2.483
425	2.766
426	2.434
427	2.452
428	2.462
429	2.464
430	2.486
431	2.678
432	2.515
433	2.636
434	2.564
435	2.536
436	2.549
437	2.899
438	2.577
439	2.591
440	2.589
441	2.692
442	2.697
443	2.773
444	2.642
445	2.656
446	2.769
447	2.697
448	2.797
449	2.965
450	2.721
451	2.734
452	2.745
453	2.752
454	2.809
455	2.81
456	2.936
457	2.796
458	2.977
459	3.112
460	3.077
461	2.941
462	2.951
463	2.883
464	2.888
465	3.309
466	2.93
467	2.93
468	2.945
469	2.947
470	3.346
471	2.988
472	3.238
473	3.034
474	3.068
475	3.458
476	3.222
477	3.055
478	3.078
479	3.085
480	3.193
481	3.372
482	3.413
483	3.159
484	3.441
485	3.471
486	3.299
487	3.227
488	3.203
489	3.645
490	3.322
491	3.269
492	3.314
493	3.351
494	3.316
495	3.288
496	3.292
497	3.316
498	3.425
499	3.605
500	3.534
501	3.536
502	3.592
503	3.544
504	3.435
505	3.518
506	3.439
507	3.738
508	3.513
509	3.482
510	3.494
511	3.607
512	3.943
513	3.576
514	3.621
515	3.566
516	3.908
517	3.635
518	3.634
519	3.709
520	4.038
521	3.739
522	3.73
523	3.676
524	4.087
525	3.798
526	3.75
527	3.735
528	4.278
529	4.051
530	3.807
531	3.983
532	4.361
533	4.013
534	3.993
535	3.852
536	3.877
537	3.877
538	4.136
539	4.123
540	4.336
541	4.021
542	4.104
543	4.075
544	4.477
545	3.997
546	4.64
547	4.573
548	4.04
549	4.068
550	4.188
551	4.504
552	4.207
553	4.198
554	4.293
555	4.561
556	4.174
557	4.169
558	4.559
559	4.801
560	4.339
561	4.281
562	5.99
563	4.895
564	4.492
565	4.853
566	4.578
567	5.613
568	4.925
569	6.874
570	6.626
571	4.68
572	4.505
573	4.923
574	4.82
575	4.765
576	4.807
577	5.179
578	4.862
579	4.878
580	5.118
581	4.853
582	4.729
583	4.737
584	4.668
585	4.688
586	5.099
587	4.881
588	4.731
589	4.777
590	4.864
591	4.789
592	4.703
593	4.775
594	4.794
595	4.754
596	5.165
597	4.787
598	4.815
599	4.856
600	4.832
601	4.85
602	5.182
603	5.045
604	4.89
605	5.152
606	5.398
607	5.09
608	5.249
609	5.217
610	5.217
611	5.734
612	5.52
613	5.434
614	5.463
615	5.427
616	5.402
617	5.785
618	5.569
619	5.583
620	6.015
621	5.772
622	5.813
623	5.981
624	7.431
625	5.989
626	5.558
627	5.607
628	5.888
629	5.524
630	5.841
631	5.456
632	5.393
633	5.822
634	5.443
635	5.516
636	5.784
637	5.429
638	5.45
639	5.91
640	5.505
641	5.742
642	5.652
643	5.629
644	5.91
645	5.735
646	5.837
647	6.313
648	6.001
649	6.106
650	5.937
651	5.815
652	6.186
653	6.269
654	5.72
655	6.066
656	6.745
657	6.393
658	6.016
659	5.841
660	6.266
661	6.195
662	6.289
663	6.044
664	5.925
665	6.268
666	5.968
667	6.017
668	5.998
669	6.013
670	6.357
671	6.055
672	6.475
673	6.182
674	6.145
675	6.352
676	6.321
677	6.491
678	6.182
679	6.267
680	6.611
681	6.219
682	6.666
683	6.365
684	6.28
685	6.672
686	6.329
687	6.357
688	6.372
689	6.61
690	6.524
691	6.413
692	7.106
693	6.454
694	6.994
695	6.507
696	6.726
697	6.781
698	6.641
699	7.036
700	6.59
701	6.994
702	6.652
703	7.046
704	6.725
705	6.727
706	7.021
707	6.812
708	7.141
709	6.824
710	6.808
711	6.796
712	7.24
713	7.348
714	7.377
715	7.22
716	6.989
717	7.114
718	7.056
719	7.456
720	7.309
721	7.871
722	7.291
723	7.774
724	7.295
725	7.882
726	7.133
727	7.627
728	7.531
729	7.887
730	8.207
731	8.434
732	7.448
733	7.764
734	7.405
735	7.736
736	7.808
737	8.142
738	7.666
739	8.142
740	7.763
741	8.069
742	7.842
743	8.207
744	7.775
745	10.657
746	15.24
747	7.902
748	8.261
749	7.933
750	7.958
751	7.934
752	7.943
753	7.612
754	8.022
755	7.815
756	8.035
757	7.994
758	7.851
759	7.97
760	7.97
761	8.276
762	7.846
763	8.156
764	7.833
765	8.25
766	7.961
767	7.976
768	8.093
769	8.471
770	8.012
771	8.613
772	8.525
773	8.953
774	8.626
775	8.959
776	8.96
777	8.708
778	9.077
779	8.916
780	8.887
781	8.943
782	9.172
783	8.767
784	8.474
785	8.988
786	8.55
787	8.887
788	8.991
789	8.75
790	8.637
791	9.125
792	9.839
793	8.992
794	8.893
795	8.609
796	8.886
797	9.345
798	8.571
799	8.986
800	8.592
1	0.001
2	0
3	0.001
4	0.002
5	0.003
6	0.003
7	0.015
8	0.05
9	0.167
10	0.338
11	0.338
12	0.341
13	3.261
14	2.907
15	15.061
16	196.846
17	884.046
18	3279.45
19	7530.43
20	19294.6
